Facility ID,Facility Name,City,State,ZIP Code,County Name,Hospital Type,Hospital Ownership,Emergency Services,Hospital overall rating,Readmission national comparison,Patient experience national comparison,Mortality national comparison
102411,Hospital 2411,City 11,OH,12411,County 11,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Above the national average,Above the national average,Above the national average
102412,Hospital 2412,City 12,PA,12412,County 12,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Not Available,Same as the national average,Same as the national average
102413,Hospital 2413,City 13,FL,12413,County 13,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Below the national average,Same as the national average,Same as the national average
102414,Hospital 2414,City 14,NY,12414,County 14,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Same as the national average,Not Available,Same as the national average
102415,Hospital 2415,City 15,NC,12415,County 15,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Above the national average,Below the national average,Not Available
102416,Hospital 2416,City 16,CA,12416,County 16,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Not Available,Same as the national average,Same as the national average
102417,Hospital 2417,City 17,GA,12417,County 17,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Same as the national average,Below the national average,Above the national average
102418,Hospital 2418,City 18,NY,12418,County 18,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Not Available,Not Available,Not Available
102419,Hospital 2419,City 19,FL,12419,County 19,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Above the national average,Not Available,Not Available
102420,Hospital 2420,City 20,GA,12420,County 20,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Not Available,Above the national average,Below the national average
102421,Hospital 2421,City 21,FL,12421,County 21,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Below the national average,Below the national average,Above the national average
102422,Hospital 2422,City 22,GA,12422,County 22,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Same as the national average,Below the national average,Same as the national average
102423,Hospital 2423,City 23,CA,12423,County 23,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Not Available,Same as the national average,Same as the national average
102424,Hospital 2424,City 24,PA,12424,County 24,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Below the national average,Same as the national average,Below the national average
102425,Hospital 2425,City 25,FL,12425,County 25,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Not Available,Above the national average,Same as the national average
102426,Hospital 2426,City 26,CA,12426,County 26,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Not Available,Below the national average,Below the national average
102427,Hospital 2427,City 27,OH,12427,County 27,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Not Available,Not Available,Not Available
102428,Hospital 2428,City 28,CA,12428,County 28,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Below the national average,Same as the national average,Below the national average
102429,Hospital 2429,City 29,PA,12429,County 29,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Same as the national average,Same as the national average,Same as the national average
102430,Hospital 2430,City 30,MI,12430,County 30,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Not Available,Below the national average,Above the national average
102431,Hospital 2431,City 31,FL,12431,County 31,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Above the national average,Above the national average,Below the national average
102432,Hospital 2432,City 32,CA,12432,County 32,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Same as the national average,Below the national average,Same as the national average
102433,Hospital 2433,City 33,OH,12433,County 33,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Same as the national average,Not Available,Below the national average
102434,Hospital 2434,City 34,TX,12434,County 34,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Above the national average,Above the national average,Same as the national average
102435,Hospital 2435,City 35,IL,12435,County 35,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Same as the national average,Same as the national average,Above the national average
102436,Hospital 2436,City 36,FL,12436,County 36,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Above the national average,Below the national average,Same as the national average
102437,Hospital 2437,City 37,NC,12437,County 37,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Below the national average,Same as the national average,Same as the national average
102438,Hospital 2438,City 38,NC,12438,County 38,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Above the national average,Below the national average,Same as the national average
102439,Hospital 2439,City 39,IL,12439,County 39,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Above the national average,Not Available,Same as the national average
102440,Hospital 2440,City 40,TX,12440,County 40,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Same as the national average,Same as the national average,Same as the national average
102441,Hospital 2441,City 41,MI,12441,County 41,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Below the national average,Not Available,Same as the national average
102442,Hospital 2442,City 42,GA,12442,County 42,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Same as the national average,Same as the national average,Above the national average
102443,Hospital 2443,City 43,CA,12443,County 43,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Above the national average,Below the national average,Not Available
102444,Hospital 2444,City 44,NC,12444,County 44,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Not Available,Not Available,Below the national average
102445,Hospital 2445,City 45,MI,12445,County 45,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Not Available,Same as the national average,Not Available
102446,Hospital 2446,City 46,TX,12446,County 46,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Above the national average,Below the national average,Below the national average
102447,Hospital 2447,City 47,CA,12447,County 47,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Not Available,Below the national average,Below the national average
102448,Hospital 2448,City 48,NY,12448,County 48,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Same as the national average,Above the national average,Same as the national average
102449,Hospital 2449,City 49,OH,12449,County 49,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Same as the national average,Below the national average,Not Available
102450,Hospital 2450,City 50,FL,12450,County 0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Same as the national average,Not Available,Below the national average
102451,Hospital 2451,City 51,GA,12451,County 1,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Not Available,Below the national average,Same as the national average
102452,Hospital 2452,City 52,GA,12452,County 2,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Above the national average,Same as the national average,Same as the national average
102453,Hospital 2453,City 53,CA,12453,County 3,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Above the national average,Below the national average,Not Available
102454,Hospital 2454,City 54,OH,12454,County 4,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Below the national average,Below the national average,Not Available
102455,Hospital 2455,City 55,NY,12455,County 5,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Below the national average,Below the national average,Same as the national average
102456,Hospital 2456,City 56,IL,12456,County 6,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Above the national average,Same as the national average,Below the national average
102457,Hospital 2457,City 57,NY,12457,County 7,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Same as the national average,Below the national average,Above the national average
102458,Hospital 2458,City 58,GA,12458,County 8,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Not Available,Below the national average,Below the national average
102459,Hospital 2459,City 59,IL,12459,County 9,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Above the national average,Not Available,Not Available
102460,Hospital 2460,City 60,OH,12460,County 10,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Above the national average,Same as the national average,Not Available
102461,Hospital 2461,City 61,PA,12461,County 11,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Same as the national average,Same as the national average,Same as the national average
102462,Hospital 2462,City 62,CA,12462,County 12,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Not Available,Same as the national average,Above the national average
102463,Hospital 2463,City 63,NY,12463,County 13,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Same as the national average,Same as the national average,Not Available
102464,Hospital 2464,City 64,MI,12464,County 14,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Same as the national average,Not Available,Below the national average
102465,Hospital 2465,City 65,FL,12465,County 15,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Same as the national average,Above the national average,Below the national average
102466,Hospital 2466,City 66,GA,12466,County 16,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Not Available,Same as the national average,Not Available
102467,Hospital 2467,City 67,CA,12467,County 17,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Below the national average,Below the national average,Not Available
102468,Hospital 2468,City 68,IL,12468,County 18,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Same as the national average,Below the national average,Same as the national average
102469,Hospital 2469,City 69,FL,12469,County 19,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Not Available,Below the national average,Below the national average
102470,Hospital 2470,City 70,NC,12470,County 20,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Not Available,Above the national average,Below the national average
